Reference Area,Time Period,Sex,Age group,Units of measurement,Observation Value
Aruba,2010,All genders,Not applicable,Percent,95.82354
Aruba,2010,Female,Not applicable,Percent,98.26805
Aruba,2009,Male,Not applicable,Percent,94.41884
Aruba,2009,Female,Not applicable,Percent,99.10172
Aruba,2009,All genders,Not applicable,Percent,96.72344
Aruba,2008,Male,Not applicable,Percent,91.41897
Aruba,2008,All genders,Not applicable,Percent,94.64913
Aruba,2008,Female,Not applicable,Percent,97.9276
Aruba,2007,Male,Not applicable,Percent,100.99502
Aruba,2007,Female,Not applicable,Percent,104.08961
Aruba,2007,All genders,Not applicable,Percent,102.54636
Aruba,2006,Male,Not applicable,Percent,97.95648
Aruba,2006,All genders,Not applicable,Percent,97.35637
Aruba,2006,Female,Not applicable,Percent,96.77253
Aruba,2005,Male,Not applicable,Percent,95.71273
Aruba,2005,Female,Not applicable,Percent,96.13951
Aruba,2005,All genders,Not applicable,Percent,95.92882
Aruba,2004,Male,Not applicable,Percent,97.23632
Aruba,2004,All genders,Not applicable,Percent,97.25244
Aruba,2004,Female,Not applicable,Percent,97.26821
Aruba,2003,Male,Not applicable,Percent,96.71416
Aruba,2003,Female,Not applicable,Percent,101.43143
Aruba,2003,All genders,Not applicable,Percent,99.09117
Aruba,2002,Male,Not applicable,Percent,97.85075
Aruba,2002,All genders,Not applicable,Percent,100.50573
Aruba,2002,Female,Not applicable,Percent,103.1426
Aruba,2001,Male,Not applicable,Percent,95.7395
Aruba,2001,Female,Not applicable,Percent,100.24435
Aruba,2001,All genders,Not applicable,Percent,97.9878
Aruba,2000,Male,Not applicable,Percent,94.90999
Aruba,2000,All genders,Not applicable,Percent,96.48602
Aruba,2000,Female,Not applicable,Percent,98.08236
Aruba,1999,All genders,Not applicable,Percent,98.79692
Aruba,1999,Female,Not applicable,Percent,101.65423
Aruba,1999,Male,Not applicable,Percent,96.00127
Australia,2013,Male,Not applicable,Percent,141.23534
Australia,2013,Female,Not applicable,Percent,133.67131
Australia,2013,All genders,Not applicable,Percent,137.58152
Australia,2012,All genders,Not applicable,Percent,136.87962
Australia,2012,Female,Not applicable,Percent,134.50262
Australia,2012,Male,Not applicable,Percent,139.09539
Australia,2011,Male,Not applicable,Percent,136.38783
Australia,2011,Female,Not applicable,Percent,131.98924
Australia,2011,All genders,Not applicable,Percent,134.26811
Australia,2010,All genders,Not applicable,Percent,132.4567
Australia,2010,Female,Not applicable,Percent,130.33951
Australia,2010,Male,Not applicable,Percent,134.4217
Australia,2009,Male,Not applicable,Percent,131.48393
Australia,2009,Female,Not applicable,Percent,129.0596
Australia,2009,All genders,Not applicable,Percent,130.31855
Australia,2008,All genders,Not applicable,Percent,128.03405
Australia,2008,Female,Not applicable,Percent,128.0174
Australia,2008,Male,Not applicable,Percent,128.04945
Australia,2007,Male,Not applicable,Percent,125.99965
Australia,2007,Female,Not applicable,Percent,126.76298
Australia,2007,All genders,Not applicable,Percent,126.36638
Australia,2006,All genders,Not applicable,Percent,127.38962
Australia,2006,Female,Not applicable,Percent,127.30307
Australia,2006,Male,Not applicable,Percent,127.46981
Australia,2005,All genders,Not applicable,Percent,148.36611
Australia,2005,Male,Not applicable,Percent,150.10542
Australia,2005,Female,Not applicable,Percent,146.49682
Australia,2004,All genders,Not applicable,Percent,149.94206
Australia,2004,Female,Not applicable,Percent,148.22205
Australia,2004,Male,Not applicable,Percent,151.5496
Australia,2003,All genders,Not applicable,Percent,156.19435
Australia,2003,Male,Not applicable,Percent,157.08522
Australia,2003,Female,Not applicable,Percent,155.24448
Australia,2002,All genders,Not applicable,Percent,154.31172
Australia,2002,Female,Not applicable,Percent,152.87229
Australia,2002,Male,Not applicable,Percent,155.66523
Australia,2001,All genders,Not applicable,Percent,154.98397
Australia,2001,Male,Not applicable,Percent,155.35772
Australia,2001,Female,Not applicable,Percent,154.58733
Australia,2000,All genders,Not applicable,Percent,162.61005
Australia,2000,Female,Not applicable,Percent,163.69173
Australia,2000,Male,Not applicable,Percent,161.58864
Australia,1999,Male,Not applicable,Percent,157.11027
Australia,1999,Female,Not applicable,Percent,157.9873
Australia,1999,All genders,Not applicable,Percent,157.53703
Australia,1998,All genders,Not applicable,Percent,155.08263
Australia,1998,Female,Not applicable,Percent,158.25511
Australia,1998,Male,Not applicable,Percent,152.06672
Australia,1997,Male,Not applicable,Percent,149.8498
Australia,1997,Female,Not applicable,Percent,154.61267
Australia,1997,All genders,Not applicable,Percent,152.17312
Australia,1996,All genders,Not applicable,Percent,147.87846
Australia,1996,Female,Not applicable,Percent,147.56478
Australia,1996,Male,Not applicable,Percent,148.17707
Australia,1995,Male,Not applicable,Percent,142.78144
Australia,1995,Female,Not applicable,Percent,142.21924
Australia,1995,All genders,Not applicable,Percent,142.5077
Australia,1994,All genders,Not applicable,Percent,131.92213
Australia,1994,Female,Not applicable,Percent,131.71379
Australia,1994,Male,Not applicable,Percent,132.1199
Australia,1993,Male,Not applicable,Percent,133.31909
Australia,1993,Female,Not applicable,Percent,133.91606
Australia,1993,All genders,Not applicable,Percent,133.60987
Austria,2014,Female,Not applicable,Percent,96.92627
Austria,2014,Male,Not applicable,Percent,101.56994
Austria,2014,All genders,Not applicable,Percent,99.2964
Austria,2013,Male,Not applicable,Percent,100.88227
Austria,2013,All genders,Not applicable,Percent,98.93623
Austria,2013,Female,Not applicable,Percent,96.90052
Austria,2012,Male,Not applicable,Percent,99.71993
Austria,2012,Female,Not applicable,Percent,95.75383
Austria,2012,All genders,Not applicable,Percent,97.78442
Austria,2011,Male,Not applicable,Percent,100.10143
Austria,2011,All genders,Not applicable,Percent,98.19349
Austria,2011,Female,Not applicable,Percent,96.18805
Austria,2010,Male,Not applicable,Percent,100.82697
Austria,2010,Female,Not applicable,Percent,96.79979
Austria,2010,All genders,Not applicable,Percent,98.86224
Austria,2009,All genders,Not applicable,Percent,99.68864
Austria,2009,Female,Not applicable,Percent,97.3051
Austria,2009,Male,Not applicable,Percent,101.96073
Austria,2008,Male,Not applicable,Percent,101.60025
Austria,2008,Female,Not applicable,Percent,97.25805
Austria,2008,All genders,Not applicable,Percent,99.48116
Austria,2007,All genders,Not applicable,Percent,99.80675
Austria,2007,Female,Not applicable,Percent,97.72785
Austria,2007,Male,Not applicable,Percent,101.78689
Austria,2006,All genders,Not applicable,Percent,100.47299
Austria,2006,Male,Not applicable,Percent,102.47304
Austria,2006,Female,Not applicable,Percent,98.36996
Austria,2005,All genders,Not applicable,Percent,100.5128
Austria,2005,Male,Not applicable,Percent,102.94591
Austria,2005,Female,Not applicable,Percent,97.95652
Austria,2004,Male,Not applicable,Percent,102.44031
Austria,2004,Female,Not applicable,Percent,96.78053
Austria,2004,All genders,Not applicable,Percent,99.67938
Austria,2003,Male,Not applicable,Percent,102.20838
Austria,2003,All genders,Not applicable,Percent,99.62505
Austria,2003,Female,Not applicable,Percent,96.91328
Austria,2002,Male,Not applicable,Percent,101.58321
Austria,2002,Female,Not applicable,Percent,96.62075
Austria,2002,All genders,Not applicable,Percent,99.16256
Austria,2001,Male,Not applicable,Percent,101.13107
Austria,2001,All genders,Not applicable,Percent,99.10871
Austria,2001,Female,Not applicable,Percent,96.98321
Austria,2000,Male,Not applicable,Percent,100.85327
Austria,2000,Female,Not applicable,Percent,96.73631
Austria,2000,All genders,Not applicable,Percent,98.84618
Austria,1999,Male,Not applicable,Percent,100.82679
Austria,1999,All genders,Not applicable,Percent,98.59196
Austria,1999,Female,Not applicable,Percent,96.24313
Austria,1998,Female,Not applicable,Percent,95.09888
Austria,1998,Male,Not applicable,Percent,100.55011
Austria,1998,All genders,Not applicable,Percent,97.8917
Austria,1997,All genders,Not applicable,Percent,105.28687
Austria,1997,Male,Not applicable,Percent,107.74587
Austria,1997,Female,Not applicable,Percent,102.70472
Austria,1996,Female,Not applicable,Percent,102.76949
Austria,1996,Male,Not applicable,Percent,108.74238
Austria,1996,All genders,Not applicable,Percent,105.82804
Austria,1995,All genders,Not applicable,Percent,106.76753
Austria,1995,Male,Not applicable,Percent,110.04731
Austria,1995,Female,Not applicable,Percent,103.32909
Austria,1994,Female,Not applicable,Percent,103.42966
Austria,1994,Male,Not applicable,Percent,110.43228
Austria,1994,All genders,Not applicable,Percent,107.01139
Austria,1993,All genders,Not applicable,Percent,106.48347
Austria,1993,Male,Not applicable,Percent,110.25079
Austria,1993,Female,Not applicable,Percent,102.54309
Austria,1992,Female,Not applicable,Percent,100.71103
Austria,1992,Male,Not applicable,Percent,109.09817
Austria,1992,All genders,Not applicable,Percent,104.99806
Austria,1991,Female,Not applicable,Percent,98.7387
Austria,1991,Male,Not applicable,Percent,107.06015
Austria,1991,All genders,Not applicable,Percent,102.99373
Austria,1990,Male,Not applicable,Percent,105.7974
Austria,1990,All genders,Not applicable,Percent,101.35859
Austria,1990,Female,Not applicable,Percent,96.7199
Austria,1989,Male,Not applicable,Percent,103.11284
Austria,1989,Female,Not applicable,Percent,95.15732
Austria,1989,All genders,Not applicable,Percent,99.2208
Austria,1988,Male,Not applicable,Percent,103.32622
Austria,1988,All genders,Not applicable,Percent,98.71307
Austria,1988,Female,Not applicable,Percent,93.89872
Austria,1987,Female,Not applicable,Percent,92.89278
Austria,1987,Male,Not applicable,Percent,102.95368
Austria,1987,All genders,Not applicable,Percent,98.03108
Austria,1986,All genders,Not applicable,Percent,97.24034
Austria,1986,Male,Not applicable,Percent,101.61436
Austria,1986,Female,Not applicable,Percent,92.67099
Austria,1985,Female,Not applicable,Percent,90.2998
Austria,1985,Male,Not applicable,Percent,97.35963
Austria,1985,All genders,Not applicable,Percent,93.90557
Austria,1984,All genders,Not applicable,Percent,92.08563
Austria,1984,Male,Not applicable,Percent,96.55551
Austria,1984,Female,Not applicable,Percent,87.42175
Austria,1983,Female,Not applicable,Percent,87.51927
Austria,1983,Male,Not applicable,Percent,96.70452
Austria,1983,All genders,Not applicable,Percent,92.20883
Austria,1982,All genders,Not applicable,Percent,91.29203
Austria,1982,Male,Not applicable,Percent,95.41323
Austria,1982,Female,Not applicable,Percent,86.993
Austria,1981,Female,Not applicable,Percent,87.39992
Austria,1981,Male,Not applicable,Percent,97.37865
Austria,1981,All genders,Not applicable,Percent,92.49546
Austria,1976,All genders,Not applicable,Percent,90.86171
Austria,1976,Male,Not applicable,Percent,96.0726
Austria,1976,Female,Not applicable,Percent,85.43367
Azerbaijan,2014,All genders,Not applicable,Percent,102.79574
Azerbaijan,2014,Male,Not applicable,Percent,103.10902
Azerbaijan,2014,Female,Not applicable,Percent,102.44172
Azerbaijan,2013,Female,Not applicable,Percent,100.60175
Azerbaijan,2013,Male,Not applicable,Percent,102.34311
Azerbaijan,2013,All genders,Not applicable,Percent,101.52243
Azerbaijan,2012,All genders,Not applicable,Percent,100.26861
Azerbaijan,2012,Male,Not applicable,Percent,100.93081
Azerbaijan,2012,Female,Not applicable,Percent,99.53074
Azerbaijan,2011,Female,Not applicable,Percent,98.44712
Azerbaijan,2011,Male,Not applicable,Percent,100.49821
Azerbaijan,2011,All genders,Not applicable,Percent,99.52384
Azerbaijan,2010,All genders,Not applicable,Percent,98.80386
Azerbaijan,2010,Male,Not applicable,Percent,99.50772
Azerbaijan,2010,Female,Not applicable,Percent,98.03332
Azerbaijan,2009,All genders,Not applicable,Percent,99.35812
Azerbaijan,2009,Female,Not applicable,Percent,100.8425
Azerbaijan,2009,Male,Not applicable,Percent,97.98942
Azerbaijan,2008,All genders,Not applicable,Percent,98.60539
Azerbaijan,2008,Male,Not applicable,Percent,99.20011
Azerbaijan,2008,Female,Not applicable,Percent,97.96491
Azerbaijan,2007,All genders,Not applicable,Percent,96.91662
Azerbaijan,2007,Female,Not applicable,Percent,95.18207
Azerbaijan,2007,Male,Not applicable,Percent,98.55766
Azerbaijan,2006,All genders,Not applicable,Percent,96.92595
Azerbaijan,2006,Male,Not applicable,Percent,98.67293
Azerbaijan,2006,Female,Not applicable,Percent,95.08524
Azerbaijan,1997,All genders,Not applicable,Percent,72.3654
Azerbaijan,1997,Female,Not applicable,Percent,75.41195
Azerbaijan,1997,Male,Not applicable,Percent,69.41381
Azerbaijan,1996,All genders,Not applicable,Percent,73.51985
Azerbaijan,1996,Male,Not applicable,Percent,71.74627
Azerbaijan,1996,Female,Not applicable,Percent,75.34575
Azerbaijan,1995,Male,Not applicable,Percent,81.53131
Azerbaijan,1995,Female,Not applicable,Percent,84.01929
Azerbaijan,1995,All genders,Not applicable,Percent,82.75845
Azerbaijan,1994,All genders,Not applicable,Percent,84.7638
Azerbaijan,1994,Female,Not applicable,Percent,82.09512
Azerbaijan,1994,Male,Not applicable,Percent,87.35977
Azerbaijan,1993,Male,Not applicable,Percent,89.79634
Azerbaijan,1993,Female,Not applicable,Percent,86.21724
Azerbaijan,1993,All genders,Not applicable,Percent,88.03624
Azerbaijan,1992,All genders,Not applicable,Percent,88.52045
Azerbaijan,1992,Female,Not applicable,Percent,87.77675
Azerbaijan,1992,Male,Not applicable,Percent,89.2324
Azerbaijan,1991,Male,Not applicable,Percent,87.55549
Azerbaijan,1991,Female,Not applicable,Percent,87.89458
Azerbaijan,1991,All genders,Not applicable,Percent,87.71992
Azerbaijan,1990,All genders,Not applicable,Percent,88.76479
Azerbaijan,1989,All genders,Not applicable,Percent,93.19807
Azerbaijan,1986,All genders,Not applicable,Percent,96.89356
Azerbaijan,1986,Female,Not applicable,Percent,94.92949
Azerbaijan,1986,Male,Not applicable,Percent,98.78147
Azerbaijan,1981,Male,Not applicable,Percent,95.58408
Azerbaijan,1981,Female,Not applicable,Percent,93.09615
Azerbaijan,1981,All genders,Not applicable,Percent,94.36511
Bahamas,2010,Male,Not applicable,Percent,90.23362
Bahamas,2010,Female,Not applicable,Percent,95.07992
Bahamas,2010,All genders,Not applicable,Percent,92.63368
Bahamas,2009,Female,Not applicable,Percent,93.9641
Bahamas,2009,All genders,Not applicable,Percent,92.98174
Bahamas,2009,Male,Not applicable,Percent,92.01593
Bahamas,2008,Female,Not applicable,Percent,95.2431
Bahamas,2008,Male,Not applicable,Percent,93.65971
Bahamas,2008,All genders,Not applicable,Percent,94.44566
Bahamas,2007,Female,Not applicable,Percent,96.38345
Bahamas,2007,All genders,Not applicable,Percent,95.06307
Bahamas,2007,Male,Not applicable,Percent,93.75829
Bahamas,2006,Female,Not applicable,Percent,91.68637
Bahamas,2006,Male,Not applicable,Percent,91.51711
Bahamas,2006,All genders,Not applicable,Percent,91.60132
Bahamas,2005,Female,Not applicable,Percent,89.12606
Bahamas,2005,All genders,Not applicable,Percent,89.29486
Bahamas,2005,Male,Not applicable,Percent,89.46231
Bahamas,2004,Female,Not applicable,Percent,85.93557
Bahamas,2004,Male,Not applicable,Percent,86.81932
Bahamas,2004,All genders,Not applicable,Percent,86.37852
Bahamas,2002,Female,Not applicable,Percent,93.44575
Bahamas,2002,All genders,Not applicable,Percent,91.63223
Bahamas,2002,Male,Not applicable,Percent,89.8161
Bahamas,1999,Female,Not applicable,Percent,77.11338
Bahamas,1999,Male,Not applicable,Percent,78.22398
Bahamas,1999,All genders,Not applicable,Percent,77.67109
Bahamas,1997,Female,Not applicable,Percent,91.21798
Bahamas,1997,All genders,Not applicable,Percent,82.03549
